'x' ; 'y',x / (x+100)
-2.43;-0.025
-2.42;-0.025
-2.41;-0.025
-2.4;-0.025
-2.39;-0.024
-2.38;-0.024
-2.37;-0.024
-2.36;-0.024
-2.35;-0.024
-2.34;-0.024
-2.33;-0.024
-2.32;-0.024
-2.31;-0.024
-2.3;-0.024
-2.29;-0.023
-2.28;-0.023
-2.27;-0.023
-2.26;-0.023
-2.25;-0.023
-2.24;-0.023
-2.23;-0.023
-2.22;-0.023
-2.21;-0.023
-2.2;-0.022
-2.19;-0.022
-2.18;-0.022
-2.17;-0.022
-2.16;-0.022
-2.15;-0.022
-2.14;-0.022
-2.13;-0.022
-2.12;-0.022
-2.11;-0.022
-2.1;-0.021
-2.09;-0.021
-2.08;-0.021
-2.07;-0.021
-2.06;-0.021
-2.05;-0.021
-2.04;-0.021
-2.03;-0.021
-2.02;-0.021
-2.01;-0.021
-2.0;-0.02
-1.99;-0.02
-1.98;-0.02
-1.97;-0.02
-1.96;-0.02
-1.95;-0.02
-1.94;-0.02
-1.93;-0.02
-1.92;-0.02
-1.91;-0.019
-1.9;-0.019
-1.89;-0.019
-1.88;-0.019
-1.87;-0.019
-1.86;-0.019
-1.85;-0.019
-1.84;-0.019
-1.83;-0.019
-1.82;-0.019
-1.81;-0.018
-1.8;-0.018
-1.79;-0.018
-1.78;-0.018
-1.77;-0.018
-1.76;-0.018
-1.75;-0.018
-1.74;-0.018
-1.73;-0.018
-1.72;-0.018
-1.71;-0.017
-1.7;-0.017
-1.69;-0.017
-1.68;-0.017
-1.67;-0.017
-1.66;-0.017
-1.65;-0.017
-1.64;-0.017
-1.63;-0.017
-1.62;-0.016
-1.61;-0.016
-1.6;-0.016
-1.59;-0.016
-1.58;-0.016
-1.57;-0.016
-1.56;-0.016
-1.55;-0.016
-1.54;-0.016
-1.53;-0.016
-1.52;-0.015
-1.51;-0.015
-1.5;-0.015
-1.49;-0.015
-1.48;-0.015
-1.47;-0.015
-1.46;-0.015
-1.45;-0.015
-1.44;-0.015
-1.43;-0.015
-1.42;-0.014
-1.41;-0.014
-1.4;-0.014
-1.39;-0.014
-1.38;-0.014
-1.37;-0.014
-1.36;-0.014
-1.35;-0.014
-1.34;-0.014
-1.33;-0.013
-1.32;-0.013
-1.31;-0.013
-1.3;-0.013
-1.29;-0.013
-1.28;-0.013
-1.27;-0.013
-1.26;-0.013
-1.25;-0.013
-1.24;-0.013
-1.23;-0.012
-1.22;-0.012
-1.21;-0.012
-1.2;-0.012
-1.19;-0.012
-1.18;-0.012
-1.17;-0.012
-1.16;-0.012
-1.15;-0.012
-1.14;-0.012
-1.13;-0.011
-1.12;-0.011
-1.11;-0.011
-1.1;-0.011
-1.09;-0.011
-1.08;-0.011
-1.07;-0.011
-1.06;-0.011
-1.05;-0.011
-1.04;-0.011
-1.03;-0.01
-1.02;-0.01
-1.01;-0.01
-1.0;-0.01
-0.99;-0.01
-0.98;-0.01
-0.97;-0.01
-0.96;-0.01
-0.95;-0.01
-0.94;-0.009
-0.93;-0.009
-0.92;-0.009
-0.91;-0.009
-0.9;-0.009
-0.89;-0.009
-0.88;-0.009
-0.87;-0.009
-0.86;-0.009
-0.85;-0.009
-0.84;-0.008
-0.83;-0.008
-0.82;-0.008
-0.81;-0.008
-0.8;-0.008
-0.79;-0.008
-0.78;-0.008
-0.77;-0.008
-0.76;-0.008
-0.75;-0.008
-0.74;-0.007
-0.73;-0.007
-0.72;-0.007
-0.71;-0.007
-0.7;-0.007
-0.69;-0.007
-0.68;-0.007
-0.67;-0.007
-0.66;-0.007
-0.65;-0.007
-0.64;-0.006
-0.63;-0.006
-0.62;-0.006
-0.61;-0.006
-0.6;-0.006
-0.59;-0.006
-0.58;-0.006
-0.57;-0.006
-0.56;-0.006
-0.55;-0.006
-0.54;-0.005
-0.53;-0.005
-0.52;-0.005
-0.51;-0.005
-0.5;-0.005
-0.49;-0.005
-0.48;-0.005
-0.47;-0.005
-0.46;-0.005
-0.45;-0.005
-0.44;-0.004
-0.43;-0.004
-0.42;-0.004
-0.41;-0.004
-0.4;-0.004
-0.39;-0.004
-0.38;-0.004
-0.37;-0.004
-0.36;-0.004
-0.35;-0.004
-0.34;-0.003
-0.33;-0.003
-0.32;-0.003
-0.31;-0.003
-0.3;-0.003
-0.29;-0.003
-0.28;-0.003
-0.27;-0.003
-0.26;-0.003
-0.25;-0.003
-0.24;-0.002
-0.23;-0.002
-0.22;-0.002
-0.21;-0.002
-0.2;-0.002
-0.19;-0.002
-0.18;-0.002
-0.17;-0.002
-0.16;-0.002
-0.15;-0.002
-0.14;-0.001
-0.13;-0.001
-0.12;-0.001
-0.11;-0.001
-0.1;-0.001
-0.09;-0.001
-0.08;-0.001
-0.07;-0.001
-0.06;-0.001
-0.05;-0.001
-0.04;-0.0
-0.03;-0.0
-0.02;-0.0
-0.01;-0.0
-0.0;-0.0
0.01;0.0
0.02;0.0
0.03;0.0
0.04;0.0
0.05;0.0
0.06;0.001
0.07;0.001
0.08;0.001
0.09;0.001
0.1;0.001
0.11;0.001
0.12;0.001
0.13;0.001
0.14;0.001
0.15;0.001
0.16;0.002
0.17;0.002
0.18;0.002
0.19;0.002
0.2;0.002
0.21;0.002
0.22;0.002
0.23;0.002
0.24;0.002
0.25;0.002
0.26;0.003
0.27;0.003
0.28;0.003
0.29;0.003
0.3;0.003
0.31;0.003
0.32;0.003
0.33;0.003
0.34;0.003
0.35;0.003
0.36;0.004
0.37;0.004
0.38;0.004
0.39;0.004
0.4;0.004
0.41;0.004
0.42;0.004
0.43;0.004
0.44;0.004
0.45;0.004
0.46;0.005
0.47;0.005
0.48;0.005
0.49;0.005
0.5;0.005
0.51;0.005
0.52;0.005
0.53;0.005
0.54;0.005
0.55;0.005
0.56;0.006
0.57;0.006
0.58;0.006
0.59;0.006
0.6;0.006
0.61;0.006
0.62;0.006
0.63;0.006
0.64;0.006
0.65;0.006
0.66;0.007
0.67;0.007
0.68;0.007
0.69;0.007
0.7;0.007
0.71;0.007
0.72;0.007
0.73;0.007
0.74;0.007
0.75;0.007
0.76;0.008
0.77;0.008
0.78;0.008
0.79;0.008
0.8;0.008
0.81;0.008
0.82;0.008
0.83;0.008
0.84;0.008
0.85;0.008
0.86;0.009
0.87;0.009
0.88;0.009
0.89;0.009
0.9;0.009
0.91;0.009
0.92;0.009
0.93;0.009
0.94;0.009
0.95;0.009
0.96;0.01
0.97;0.01
0.98;0.01
0.99;0.01
1.0;0.01
1.01;0.01
1.02;0.01
1.03;0.01
1.04;0.01
1.05;0.01
1.06;0.01
1.07;0.011
1.08;0.011
1.09;0.011
1.1;0.011
1.11;0.011
1.12;0.011
1.13;0.011
1.14;0.011
1.15;0.011
1.16;0.011
1.17;0.012
1.18;0.012
1.19;0.012
1.2;0.012
1.21;0.012
1.22;0.012
1.23;0.012
1.24;0.012
1.25;0.012
1.26;0.012
1.27;0.013
1.28;0.013
1.29;0.013
1.3;0.013
1.31;0.013
1.32;0.013
1.33;0.013
1.34;0.013
1.35;0.013
1.36;0.013
1.37;0.014
1.38;0.014
1.39;0.014
1.4;0.014
1.41;0.014
1.42;0.014
1.43;0.014
1.44;0.014
1.45;0.014
1.46;0.014
1.47;0.014
1.48;0.015
1.49;0.015
1.5;0.015
1.51;0.015
1.52;0.015
1.53;0.015
1.54;0.015
1.55;0.015
1.56;0.015
1.57;0.015
1.58;0.016
1.59;0.016
1.6;0.016
1.61;0.016
1.62;0.016
1.63;0.016
1.64;0.016
1.65;0.016
1.66;0.016
1.67;0.016
1.68;0.017
1.69;0.017
1.7;0.017
1.71;0.017
1.72;0.017
1.73;0.017
1.74;0.017
1.75;0.017
1.76;0.017
1.77;0.017
1.78;0.017
1.79;0.018
1.8;0.018
1.81;0.018
1.82;0.018
1.83;0.018
1.84;0.018
1.85;0.018
1.86;0.018
1.87;0.018
1.88;0.018
1.89;0.019
1.9;0.019
1.91;0.019
1.92;0.019
1.93;0.019
1.94;0.019
1.95;0.019
1.96;0.019
1.97;0.019
1.98;0.019
1.99;0.02
2.0;0.02
2.01;0.02
2.02;0.02
2.03;0.02
2.04;0.02
2.05;0.02
2.06;0.02
2.07;0.02
2.08;0.02
2.09;0.02
2.1;0.021
2.11;0.021
2.12;0.021
2.13;0.021
2.14;0.021
2.15;0.021
2.16;0.021
2.17;0.021
2.18;0.021
2.19;0.021
2.2;0.022
2.21;0.022
2.22;0.022
2.23;0.022
2.24;0.022
2.25;0.022
2.26;0.022
2.27;0.022
2.28;0.022
2.29;0.022
2.3;0.022
2.31;0.023
2.32;0.023
2.33;0.023
2.34;0.023
2.35;0.023
2.36;0.023
2.37;0.023
2.38;0.023
2.39;0.023
2.4;0.023
2.41;0.024
2.42;0.024
2.43;0.024
2.44;0.024
2.45;0.024
2.46;0.024
2.47;0.024
2.48;0.024
2.49;0.024
2.5;0.024
2.51;0.024
2.52;0.025
2.53;0.025
2.54;0.025
2.55;0.025
2.56;0.025
2.57;0.025
2.58;0.025
2.59;0.025
2.6;0.025
2.61;0.025
2.62;0.026
2.63;0.026
2.64;0.026
2.65;0.026
2.66;0.026
2.67;0.026
2.68;0.026
2.69;0.026
2.7;0.026
2.71;0.026
2.72;0.026
2.73;0.027
2.74;0.027
2.75;0.027
2.76;0.027
2.77;0.027
2.78;0.027
2.79;0.027
2.8;0.027
2.81;0.027
2.82;0.027
2.83;0.028
2.84;0.028
2.85;0.028
2.86;0.028
2.87;0.028
2.88;0.028
2.89;0.028
2.9;0.028
2.91;0.028
2.92;0.028
2.93;0.028
2.94;0.029
2.95;0.029
2.96;0.029
2.97;0.029
2.98;0.029
2.99;0.029
3.0;0.029
3.01;0.029
3.02;0.029
3.03;0.029
3.04;0.03
3.05;0.03
3.06;0.03
3.07;0.03
3.08;0.03
3.09;0.03
3.1;0.03
3.11;0.03
3.12;0.03
3.13;0.03
3.14;0.03
3.15;0.031
3.16;0.031
3.17;0.031
3.18;0.031
3.19;0.031
3.2;0.031
3.21;0.031
3.22;0.031
3.23;0.031
3.24;0.031
3.25;0.031
3.26;0.032
3.27;0.032
3.28;0.032
3.29;0.032
3.3;0.032
3.31;0.032
3.32;0.032
3.33;0.032
3.34;0.032
3.35;0.032
3.36;0.033
3.37;0.033
3.38;0.033
3.39;0.033
3.4;0.033
3.41;0.033
3.42;0.033
3.43;0.033
3.44;0.033
3.45;0.033
3.46;0.033
3.47;0.034
3.48;0.034
3.49;0.034
3.5;0.034
3.51;0.034
3.52;0.034
3.53;0.034
3.54;0.034
3.55;0.034
3.56;0.034
3.57;0.034
3.58;0.035
3.59;0.035
3.6;0.035
3.61;0.035
3.62;0.035
3.63;0.035
3.64;0.035
3.65;0.035
3.66;0.035
3.67;0.035
3.68;0.035
3.69;0.036
3.7;0.036
3.71;0.036
3.72;0.036
3.73;0.036
3.74;0.036
3.75;0.036
3.76;0.036
3.77;0.036
3.78;0.036
3.79;0.037
3.8;0.037
3.81;0.037
3.82;0.037
3.83;0.037
3.84;0.037
3.85;0.037
3.86;0.037
3.87;0.037
3.88;0.037
3.89;0.037
3.9;0.038
3.91;0.038
3.92;0.038
3.93;0.038
3.94;0.038
3.95;0.038
3.96;0.038
3.97;0.038
3.98;0.038
3.99;0.038
4.0;0.038
4.01;0.039
4.02;0.039
4.03;0.039
4.04;0.039
4.05;0.039
4.06;0.039
4.07;0.039
4.08;0.039
4.09;0.039
4.1;0.039
4.11;0.039
4.12;0.04
4.13;0.04
4.14;0.04
4.15;0.04
4.16;0.04
4.17;0.04
4.18;0.04
4.19;0.04
4.2;0.04
4.21;0.04
4.22;0.04
4.23;0.041
4.24;0.041
4.25;0.041
4.26;0.041
4.27;0.041
4.28;0.041
4.29;0.041
4.3;0.041
4.31;0.041
4.32;0.041
4.33;0.042
4.34;0.042
4.35;0.042
4.36;0.042
4.37;0.042
4.38;0.042
4.39;0.042
4.4;0.042
4.41;0.042
4.42;0.042
4.43;0.042
4.44;0.043
4.45;0.043
4.46;0.043
4.47;0.043
4.48;0.043
4.49;0.043
4.5;0.043
4.51;0.043
4.52;0.043
4.53;0.043
4.54;0.043
4.55;0.044
4.56;0.044
4.57;0.044
4.58;0.044
4.59;0.044
4.6;0.044
4.61;0.044
4.62;0.044
4.63;0.044
4.64;0.044
4.65;0.044
4.66;0.045
4.67;0.045
4.68;0.045
4.69;0.045
4.7;0.045
4.71;0.045
4.72;0.045
4.73;0.045
4.74;0.045
4.75;0.045
4.76;0.045
4.77;0.046
4.78;0.046
4.79;0.046
4.8;0.046
4.81;0.046
4.82;0.046
4.83;0.046
4.84;0.046
4.85;0.046
4.86;0.046
4.87;0.046
4.88;0.047
4.89;0.047
4.9;0.047
4.91;0.047
4.92;0.047
4.93;0.047
4.94;0.047
4.95;0.047
4.96;0.047
4.97;0.047
4.98;0.047
4.99;0.048
5.0;0.048
5.01;0.048
5.02;0.048
5.03;0.048
5.04;0.048
5.05;0.048
5.06;0.048
5.07;0.048
5.08;0.048
5.09;0.048
5.1;0.049
5.11;0.049
5.12;0.049
5.13;0.049
5.14;0.049
5.15;0.049
5.16;0.049
5.17;0.049
5.18;0.049
5.19;0.049
5.2;0.049
5.21;0.05
5.22;0.05
5.23;0.05
5.24;0.05
5.25;0.05
5.26;0.05
5.27;0.05
5.28;0.05
5.29;0.05
5.3;0.05
5.31;0.05
5.32;0.051
5.33;0.051
5.34;0.051
5.35;0.051
5.36;0.051
5.37;0.051
5.38;0.051
5.39;0.051
5.4;0.051
5.41;0.051
5.42;0.051
5.43;0.052
5.44;0.052
5.45;0.052
5.46;0.052
5.47;0.052
5.48;0.052
5.49;0.052
5.5;0.052
5.51;0.052
5.52;0.052
5.53;0.052
5.54;0.052
5.55;0.053
5.56;0.053
5.57;0.053
5.58;0.053
5.59;0.053
5.6;0.053
5.61;0.053
5.62;0.053
5.63;0.053
5.64;0.053
5.65;0.053
5.66;0.054
5.67;0.054
5.68;0.054
5.69;0.054
5.7;0.054
5.71;0.054
5.72;0.054
5.73;0.054
5.74;0.054
5.75;0.054
5.76;0.054
5.77;0.055
5.78;0.055
5.79;0.055
5.8;0.055
5.81;0.055
5.82;0.055
5.83;0.055
5.84;0.055
5.85;0.055
5.86;0.055
5.87;0.055
5.88;0.056
5.89;0.056
5.9;0.056
5.91;0.056
5.92;0.056
5.93;0.056
5.94;0.056
5.95;0.056
5.96;0.056
5.97;0.056
5.98;0.056
5.99;0.057
